source_id,source_sha256,page,table,row,column,value_original,reference,verification_status
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,160,4,Temporary electricity connection will be taken from State Electricity Board for construction camp and Diesel generator will provide electricity required for construction equipment and power backup. Labour camps will be provided with LPG as fuel sourced from authorized Supplier,HTML table 2; row 160; column 4,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,161,1,2.7,HTML table 2; row 161; column 1,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,161,2,Any other natural resources (use appropriate standard units),HTML table 2; row 161; column 2,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,161,3,No,HTML table 2; row 161; column 3,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,161,4,Not applicable,HTML table 2; row 161; column 4,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,162,1,3,HTML table 2; row 162; column 1,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,162,2,"Use, storage, transport, handling or production of substances or materials, which could be harmful to human health or the environment or raise concerns about actual or perceived risks to human health",HTML table 2; row 162; column 2,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,163,1,"S.No Information/Checklist confirmation Yes/No Details thereof (with approximate quantities/rates, wherever possible) with source of information data 3.1 Use of substances or materials, which are hazardous (as per MSIHC rules) to human health or the environment (flora, fauna, and water supplies Yes Diesel and Bitumen. Contractor will store fuel oil for DG sets and for construction plant and machinery. Bitumen will be stored for road construction. The respective contractors will obtain necessary License/ NOC. The hazardous waste (management, handling & trans boundary movement) rules, 2008 and its amendments till date will be followed. 3.2 Changes in occurrence of disease or affect disease vectors (e.g. insect or water borne diseases) No Adequate precautions shall be taken to prevent stagnation of sewage and grey water from labour camp. Routine inspection and spray of disinfectants shall be made to prevent outbreak of water borne disease. 3.3 Affect the welfare of people e.g. by changing living conditions? Yes The proposed project will result in appreciable welfare of the people with respect to health care, educational, employment and agricultural developments as a result of fast connectivity to these facilities. Overall there will be improvement in quality of life of people. 3.4 Vulnerable groups of people who could be affected by the project e.g. hospital patients, children, the elderly etc. No There will positive impact due to faster connectivity to hospitals & schools. No adverse impact is envisaged to vulnerable groups of people due to the project. 3.5 Any other causes No Not applicable",HTML table 2; row 163; column 1,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,164,1,S.No,HTML table 2; row 164; column 1,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,164,2,Information/Checklist confirmation,HTML table 2; row 164; column 2,review_required
