source_id,source_sha256,page,table,row,column,value_original,reference,verification_status
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,6,0.7950,PDF page 1; detected table 1; row 13; column 6,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,7,23.0438,PDF page 1; detected table 1; row 13; column 7,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,8,23.8388,PDF page 1; detected table 1; row 13; column 8,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,9,18,PDF page 1; detected table 1; row 13; column 9,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,10,0.7571,PDF page 1; detected table 1; row 13; column 10,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,11,4335,PDF page 1; detected table 1; row 13; column 11,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,12,349.0798,PDF page 1; detected table 1; row 13; column 12,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,13,2644150301,PDF page 1; detected table 1; row 13; column 13,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,14,135779940,PDF page 1; detected table 1; row 13; column 14,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,15,27101160,PDF page 1; detected table 1; row 13; column 15,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,16,2807031401,PDF page 1; detected table 1; row 13; column 16,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,17,4635,PDF page 1; detected table 1; row 13; column 17,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,18,5.7560,PDF page 1; detected table 1; row 13; column 18,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,19,86.87,PDF page 1; detected table 1; row 13; column 19,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,20,354.8358,PDF page 1; detected table 1; row 13; column 20,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,21,69.91,PDF page 1; detected table 1; row 13; column 21,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,13,22,52.7772,PDF page 1; detected table 1; row 13; column 22,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,1,8,PDF page 1; detected table 1; row 14; column 1,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,2,हरदोई,PDF page 1; detected table 1; row 14; column 2,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,3,88,PDF page 1; detected table 1; row 14; column 3,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,4,1201.9650,PDF page 1; detected table 1; row 14; column 4,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,5,1122.2994,PDF page 1; detected table 1; row 14; column 5,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,6,24.9796,PDF page 1; detected table 1; row 14; column 6,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,7,54.6860,PDF page 1; detected table 1; row 14; column 7,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,8,79.6656,PDF page 1; detected table 1; row 14; column 8,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,9,51,PDF page 1; detected table 1; row 14; column 9,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,10,3.8165,PDF page 1; detected table 1; row 14; column 10,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,11,4344,PDF page 1; detected table 1; row 14; column 11,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,12,938.0590,PDF page 1; detected table 1; row 14; column 12,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,13,7934676631,PDF page 1; detected table 1; row 14; column 13,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,14,314123750,PDF page 1; detected table 1; row 14; column 14,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,15,63657990,PDF page 1; detected table 1; row 14; column 15,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,16,8312458371,PDF page 1; detected table 1; row 14; column 16,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,17,14236,PDF page 1; detected table 1; row 14; column 17,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,18,12.3253,PDF page 1; detected table 1; row 14; column 18,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,19,83.58,PDF page 1; detected table 1; row 14; column 19,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,20,950.3843,PDF page 1; detected table 1; row 14; column 20,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,21,79.07,PDF page 1; detected table 1; row 14; column 21,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,14,22,184.2404,PDF page 1; detected table 1; row 14; column 22,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,1,9,PDF page 1; detected table 1; row 15; column 1,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,2,उ(cid:219)नाव,PDF page 1; detected table 1; row 15; column 2,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,3,76,PDF page 1; detected table 1; row 15; column 3,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,4,1245.8250,PDF page 1; detected table 1; row 15; column 4,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,5,1117.9200,PDF page 1; detected table 1; row 15; column 5,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,6,105.8358,PDF page 1; detected table 1; row 15; column 6,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,7,127.0212,PDF page 1; detected table 1; row 15; column 7,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,8,232.8570,PDF page 1; detected table 1; row 15; column 8,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,9,71,PDF page 1; detected table 1; row 15; column 9,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,10,9.5750,PDF page 1; detected table 1; row 15; column 10,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,11,4260,PDF page 1; detected table 1; row 15; column 11,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,12,827.1580,PDF page 1; detected table 1; row 15; column 12,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,13,6869539875,PDF page 1; detected table 1; row 15; column 13,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,14,462893462,PDF page 1; detected table 1; row 15; column 14,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,15,69265493,PDF page 1; detected table 1; row 15; column 15,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,16,7401698830,PDF page 1; detected table 1; row 15; column 16,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,17,9071,PDF page 1; detected table 1; row 15; column 17,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,18,78.8956,PDF page 1; detected table 1; row 15; column 18,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,19,73.99,PDF page 1; detected table 1; row 15; column 19,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,20,906.0536,PDF page 1; detected table 1; row 15; column 20,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,21,72.73,PDF page 1; detected table 1; row 15; column 21,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,15,22,290.7620,PDF page 1; detected table 1; row 15; column 22,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,1,10,PDF page 1; detected table 1; row 16; column 1,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,2,रायबरेल(cid:547),PDF page 1; detected table 1; row 16; column 2,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,3,63,PDF page 1; detected table 1; row 16; column 3,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,4,969.7031,PDF page 1; detected table 1; row 16; column 4,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,5,807.4846,PDF page 1; detected table 1; row 16; column 5,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,6,54.5761,PDF page 1; detected table 1; row 16; column 6,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,7,107.6424,PDF page 1; detected table 1; row 16; column 7,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,8,162.2185,PDF page 1; detected table 1; row 16; column 8,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,9,15,PDF page 1; detected table 1; row 16; column 9,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,10,0.8223,PDF page 1; detected table 1; row 16; column 10,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,11,3383,PDF page 1; detected table 1; row 16; column 11,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,12,664.8515,PDF page 1; detected table 1; row 16; column 12,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,13,6032442446,PDF page 1; detected table 1; row 16; column 13,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,14,298948050,PDF page 1; detected table 1; row 16; column 14,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,15,59919979,PDF page 1; detected table 1; row 16; column 15,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,16,6391310475,PDF page 1; detected table 1; row 16; column 16,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,17,9349,PDF page 1; detected table 1; row 16; column 17,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,18,88.5060,PDF page 1; detected table 1; row 16; column 18,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,19,82.34,PDF page 1; detected table 1; row 16; column 19,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,20,753.3575,PDF page 1; detected table 1; row 16; column 20,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,21,77.69,PDF page 1; detected table 1; row 16; column 21,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,16,22,142.6331,PDF page 1; detected table 1; row 16; column 22,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,1,11,PDF page 1; detected table 1; row 17; column 1,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,2,(cid:292)तापगढ़,PDF page 1; detected table 1; row 17; column 2,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,3,43,PDF page 1; detected table 1; row 17; column 3,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,4,472.5640,PDF page 1; detected table 1; row 17; column 4,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,5,427.6260,PDF page 1; detected table 1; row 17; column 5,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,6,19.8250,PDF page 1; detected table 1; row 17; column 6,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,7,25.1130,PDF page 1; detected table 1; row 17; column 7,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,8,44.9380,PDF page 1; detected table 1; row 17; column 8,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,9,13,PDF page 1; detected table 1; row 17; column 9,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,10,3.6987,PDF page 1; detected table 1; row 17; column 10,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,11,1160,PDF page 1; detected table 1; row 17; column 11,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,12,300.0569,PDF page 1; detected table 1; row 17; column 12,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,13,3526714300,PDF page 1; detected table 1; row 17; column 13,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,14,183425995,PDF page 1; detected table 1; row 17; column 14,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,15,36687199,PDF page 1; detected table 1; row 17; column 15,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,16,3746827494,PDF page 1; detected table 1; row 17; column 16,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,17,3767,PDF page 1; detected table 1; row 17; column 17,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,18,1.2400,PDF page 1; detected table 1; row 17; column 18,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,19,70.17,PDF page 1; detected table 1; row 17; column 19,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,20,301.2969,PDF page 1; detected table 1; row 17; column 20,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,21,63.76,PDF page 1; detected table 1; row 17; column 21,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,17,22,127.5691,PDF page 1; detected table 1; row 17; column 22,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,1,12,PDF page 1; detected table 1; row 18; column 1,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,2,(cid:292)यागराज,PDF page 1; detected table 1; row 18; column 2,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,3,20,PDF page 1; detected table 1; row 18; column 3,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,4,211.9807,PDF page 1; detected table 1; row 18; column 4,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,5,184.0800,PDF page 1; detected table 1; row 18; column 5,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,6,27.9007,PDF page 1; detected table 1; row 18; column 6,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,7,0.0000,PDF page 1; detected table 1; row 18; column 7,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,8,27.9007,PDF page 1; detected table 1; row 18; column 8,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,9,1,PDF page 1; detected table 1; row 18; column 9,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,10,0.7595,PDF page 1; detected table 1; row 18; column 10,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,11,332,PDF page 1; detected table 1; row 18; column 11,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,12,146.3861,PDF page 1; detected table 1; row 18; column 12,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,13,2045604970,PDF page 1; detected table 1; row 18; column 13,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,14,118921459,PDF page 1; detected table 1; row 18; column 14,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,15,19431420,PDF page 1; detected table 1; row 18; column 15,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,16,2183957849,PDF page 1; detected table 1; row 18; column 16,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,17,2901,PDF page 1; detected table 1; row 18; column 17,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,18,14.6984,PDF page 1; detected table 1; row 18; column 18,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,19,79.52,PDF page 1; detected table 1; row 18; column 19,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,20,161.0845,PDF page 1; detected table 1; row 18; column 20,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,21,75.99,PDF page 1; detected table 1; row 18; column 21,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,18,22,37.6939,PDF page 1; detected table 1; row 18; column 22,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,1,योग,PDF page 1; detected table 1; row 19; column 1,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,3,518,PDF page 1; detected table 1; row 19; column 3,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,4,7204.6417,PDF page 1; detected table 1; row 19; column 4,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,5,6487.2086,PDF page 1; detected table 1; row 19; column 5,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,6,256.9767,PDF page 1; detected table 1; row 19; column 6,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,7,483.5132,PDF page 1; detected table 1; row 19; column 7,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,8,740.4899,PDF page 1; detected table 1; row 19; column 8,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,9,318,PDF page 1; detected table 1; row 19; column 9,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,10,39.3153,PDF page 1; detected table 1; row 19; column 10,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,11,30468,PDF page 1; detected table 1; row 19; column 11,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,12,5200.1946,PDF page 1; detected table 1; row 19; column 12,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,13,53118162796,PDF page 1; detected table 1; row 19; column 13,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,14,2699327080,PDF page 1; detected table 1; row 19; column 14,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,15,507019939,PDF page 1; detected table 1; row 19; column 15,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,16,3206347019,PDF page 1; detected table 1; row 19; column 16,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,17,62699,PDF page 1; detected table 1; row 19; column 17,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,18,278.9277,PDF page 1; detected table 1; row 19; column 18,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,19,80.16,PDF page 1; detected table 1; row 19; column 19,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,20,5479.1223,PDF page 1; detected table 1; row 19; column 20,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,21,76.05,PDF page 1; detected table 1; row 19; column 21,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,19,22,1287.0140,PDF page 1; detected table 1; row 19; column 22,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,1,,PDF page 1; detected table 1; row 20; column 1,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,2,,PDF page 1; detected table 1; row 20; column 2,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,3,,PDF page 1; detected table 1; row 20; column 3,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,4,,PDF page 1; detected table 1; row 20; column 4,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,5,,PDF page 1; detected table 1; row 20; column 5,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,6,,PDF page 1; detected table 1; row 20; column 6,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,7,,PDF page 1; detected table 1; row 20; column 7,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,8,,PDF page 1; detected table 1; row 20; column 8,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,9,,PDF page 1; detected table 1; row 20; column 9,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,10,,PDF page 1; detected table 1; row 20; column 10,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,11,,PDF page 1; detected table 1; row 20; column 11,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,12,,PDF page 1; detected table 1; row 20; column 12,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,13,,PDF page 1; detected table 1; row 20; column 13,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,14,,PDF page 1; detected table 1; row 20; column 14,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,15,,PDF page 1; detected table 1; row 20; column 15,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,16,,PDF page 1; detected table 1; row 20; column 16,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,17,,PDF page 1; detected table 1; row 20; column 17,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,18,,PDF page 1; detected table 1; row 20; column 18,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,19,,PDF page 1; detected table 1; row 20; column 19,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,20,,PDF page 1; detected table 1; row 20; column 20,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,21,,PDF page 1; detected table 1; row 20; column 21,review_required
G035,7249a8ad0657dcf41e8cec027f59371b3e90406c91834f3a7041813e6e8fa601,1,1,20,22,,PDF page 1; detected table 1; row 20; column 22,review_required
