source_id,canonical_source_id,project_id,related_project_id,candidate_project_id,assignment_status,source_name,source_url,direct_file_url,final_url,source_type,source_priority,source_format,authority,project_name_as_source,project_number,package_number,state,district,tehsil,village,scope,publication_date,publication_date_original,publication_date_basis,document_date,document_date_original,retrieved_at,local_file,sha256,sha256_verified,bytes,http_status,content_type,last_modified,etag,download_status,fields_extracted,source_page_or_row,api_endpoint,api_parameters,verification_status,identity_status,confidence,match_notes,pages_extracted,candidate_table_cells,normalization_status,error
S009,S009,REAL_007,,REAL_007,matched_source_context,bharatmala_status,https://www.pib.gov.in/Pressreleaseshare.aspx?PRID=2085551&lang=2&reg=48,https://www.pib.gov.in/Pressreleaseshare.aspx?PRID=2085551&lang=2&reg=48,https://www.pib.gov.in/Pressreleaseshare.aspx?PRID=2085551&lang=2&reg=48,government_official,1,html,PIB_MoRTH,,,,,,,,programme,,,,,,2026-09-05T10:22:29+00:00,project_research/REAL_007/01_authority/REAL_007_PIB_MoRTH_bharatmala_status_undated_3b9aa6d5fd0e.html,3b9aa6d5fd0ee398f57b82eecfbaf58dbcedd40f03feea0f96c21cca01a48848,True,82193,200,text/html; charset=utf-8,,XXXXXXXX,downloaded,"[""awarded_length_km"", ""constructed_length_km""]","[""HTML body; exact anchor in saved extraction""]",,,official,matched_source_context,0.9,Programme totals only; not a parcel project. ,1,120,normalized_observations_available,
S018,S018,REAL_007,,REAL_007,matched_source_context,bharatmala_package_annexure,https://sansad.in/getFile/loksabhaquestions/annex/187/AU1139_7LjMPC.pdf?source=pqals,https://sansad.in/getFile/loksabhaquestions/annex/187/AU1139_7LjMPC.pdf?source=pqals,https://sansad.in/getFile/loksabhaquestions/annex/187/AU1139_7LjMPC.pdf?source=pqals,government_official,1,pdf,Lok_Sabha_MoRTH,,,,,,,,programme_packages,,,,,,2026-09-05T10:22:33+00:00,project_research/REAL_007/01_authority/REAL_007_Lok_Sabha_MoRTH_bharatmala_package_annexure_undated_f6d2652357ff.pdf,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,True,360435,200,application/pdf,,,downloaded,"[""barrier_description""]","[""PDF page 2""]",,,official,matched_source_context,0.9,Parse package rows and reasons separately. ,4,332,normalized_observations_available,
