source_id,source_sha256,page,table,row,column,value_original,reference,verification_status
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,40,10,23,PDF page 1; detected table 1; row 40; column 10,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,41,1,,PDF page 1; detected table 1; row 41; column 1,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,41,2,TOTAL,PDF page 1; detected table 1; row 41; column 2,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,41,3,20,PDF page 1; detected table 1; row 41; column 3,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,41,4,76,PDF page 1; detected table 1; row 41; column 4,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,41,5,301,PDF page 1; detected table 1; row 41; column 5,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,41,6,298,PDF page 1; detected table 1; row 41; column 6,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,41,7,39,PDF page 1; detected table 1; row 41; column 7,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,41,8,0,PDF page 1; detected table 1; row 41; column 8,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,41,9,7,PDF page 1; detected table 1; row 41; column 9,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,41,10,741,PDF page 1; detected table 1; row 41; column 10,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,42,1,CATEGORYWISE DISTRIBUTION,PDF page 1; detected table 1; row 42; column 1,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,43,1,OF DISTRICTS OUT OF THE,PDF page 1; detected table 1; row 43; column 1,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,43,3,3%,PDF page 1; detected table 1; row 43; column 3,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,43,4,10%,PDF page 1; detected table 1; row 43; column 4,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,43,5,41%,PDF page 1; detected table 1; row 43; column 5,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,43,6,40%,PDF page 1; detected table 1; row 43; column 6,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,43,7,5%,PDF page 1; detected table 1; row 43; column 7,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,43,8,1%,PDF page 1; detected table 1; row 43; column 8,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,43,10,,PDF page 1; detected table 1; row 43; column 10,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,44,1,734,PDF page 1; detected table 1; row 44; column 1,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,44,2,WHOLE DATA RECEIVED,PDF page 1; detected table 1; row 44; column 2,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,44,3,,PDF page 1; detected table 1; row 44; column 3,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,44,4,,PDF page 1; detected table 1; row 44; column 4,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,44,5,,PDF page 1; detected table 1; row 44; column 5,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,44,6,,PDF page 1; detected table 1; row 44; column 6,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,44,7,,PDF page 1; detected table 1; row 44; column 7,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,44,8,,PDF page 1; detected table 1; row 44; column 8,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,44,9,,PDF page 1; detected table 1; row 44; column 9,review_required
S030,bdaf93262b7f247e6eac4fe0daeff997ac30d8b4e2fbb37f67feb2ca8a2b5c0e,1,1,44,10,,PDF page 1; detected table 1; row 44; column 10,review_required
