source_id,source_sha256,page,table,row,column,value_original,reference,verification_status
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,2,31,1,30,HTML table 2; row 31; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,2,31,2,Poonamallee Bus Depot,HTML table 2; row 31; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,2,31,3,View,HTML table 2; row 31; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,1,1,S.No,HTML table 3; row 1; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,1,2,Place,HTML table 3; row 1; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,1,3,Action,HTML table 3; row 1; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,2,1,1,HTML table 3; row 2; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,2,2,Madhavaram Milk Colony,HTML table 3; row 2; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,2,3,View,HTML table 3; row 2; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,3,1,2,HTML table 3; row 3; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,3,2,Venugopal Nagar,HTML table 3; row 3; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,3,3,View,HTML table 3; row 3; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,4,1,3,HTML table 3; row 4; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,4,2,Assisi Nagar,HTML table 3; row 4; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,4,3,View,HTML table 3; row 4; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,5,1,4,HTML table 3; row 5; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,5,2,Manjambakkam,HTML table 3; row 5; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,5,3,View,HTML table 3; row 5; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,6,1,5,HTML table 3; row 6; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,6,2,Velmurugan Nagar,HTML table 3; row 6; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,6,3,View,HTML table 3; row 6; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,7,1,6,HTML table 3; row 7; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,7,2,MMBT,HTML table 3; row 7; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,7,3,View,HTML table 3; row 7; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,8,1,7,HTML table 3; row 8; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,8,2,Shastri Nagar,HTML table 3; row 8; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,8,3,View,HTML table 3; row 8; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,9,1,8,HTML table 3; row 9; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,9,2,Retteri,HTML table 3; row 9; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,9,3,View,HTML table 3; row 9; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,10,1,9,HTML table 3; row 10; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,10,2,Kolathur,HTML table 3; row 10; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,10,3,View,HTML table 3; row 10; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,11,1,10,HTML table 3; row 11; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,11,2,Srinivasa Nagar,HTML table 3; row 11; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,11,3,View,HTML table 3; row 11; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,12,1,11,HTML table 3; row 12; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,12,2,Villivakkam Metro,HTML table 3; row 12; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,12,3,View,HTML table 3; row 12; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,13,1,12,HTML table 3; row 13; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,13,2,Villivakkam Bus Terminus,HTML table 3; row 13; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,13,3,View,HTML table 3; row 13; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,14,1,13,HTML table 3; row 14; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,14,2,Nadhamuni,HTML table 3; row 14; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,14,3,View,HTML table 3; row 14; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,15,1,14,HTML table 3; row 15; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,15,2,Anna Nagar Depot,HTML table 3; row 15; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,15,3,View,HTML table 3; row 15; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,16,1,15,HTML table 3; row 16; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,16,2,Tirumangalam,HTML table 3; row 16; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,16,3,View,HTML table 3; row 16; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,17,1,16,HTML table 3; row 17; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,17,2,"Kendriya Vidyalaya, Anna nagar",HTML table 3; row 17; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,17,3,View,HTML table 3; row 17; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,18,1,17,HTML table 3; row 18; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,18,2,Kaliamman Koil Street,HTML table 3; row 18; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,18,3,View,HTML table 3; row 18; column 3,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,19,1,18,HTML table 3; row 19; column 1,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,19,2,CMBT,HTML table 3; row 19; column 2,review_required
S015,7c839bd1eb1de02fa70f0f98067aca1f8667f40e7385f2ecf1f0dfd8727afdf1,,3,19,3,View,HTML table 3; row 19; column 3,review_required
